"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Indonesia","IDN","Net barter terms of trade index (2015 = 100)","TT.PRI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.8506734466","90.7017129033","92.3477590182","97.7510676672","100.8474506686","108.1006995721","103.2237538262","109.4771458224","115.5564844328","111.1500939373","104.9037864447","102.5021917341","100","101.5418974119","101.2075616206","100.560878646","100.9991068291","98.4808645208","100.7706058671","","",
"Indonesia","IDN","Computer, communications and other services (% of commercial service imports)","TM.VAL.OTHR.ZS.WT","","","","","","","","","","","","","","","","","","","","","","42.4979389942292","37.8989642781653","32.5449385052034","38.4840360711674","53.9520958083832","48.1965625756475","50.8116883116883","46.1176997091072","43.6779436779437","34.4693116310614","30.5520702634881","36.1491628614916","42.5013027618551","44.3426724137931","43.1897203325775","44.8128848886784","48.5136301961268","47.8554026466194","51.1685471322958","50.785565189122","51.2235385257277","47.8091094397849","52.211846428442","51.8590529718365","45.8145102915028","39.3662018780743","36.5180324603156","27.449228889665","40.7566181022044","35.2443161625337","34.3676398379175","37.3867668337695","36.1657567767015","35.7809896899881","39.5842869235847","39.5995777826641","37.5317339453602","34.6781258584602","36.9796726958043","54.3289700779807","55.8115830474777","45.2783159291253","41.5424261580624",
"Indonesia","IDN","Merchandise imports by the reporting economy, residual (% of total merchandise imports)","TM.VAL.MRCH.RS.ZS","4.20711974110032","13.1489694756066","10.404807084124","16.0493827160494","19.265493496557","8.19423368740516","7.27164652268675","8.72156862745098","10.5397004803617","8.8399222294232","11.6290879544993","12.9344157621089","13.2378444344531","10.7260177905732","2.26982846135825","2.06524929760557","2.45342545428909","1.45460383719997","2.19574900600879","2.20466120460585","1.09990495787696","1.47179622442443","1.0872659975799","1.27939332782925","1.24998198873215","1.52995678748005","1.76604969928668","2.11428660329511","2.38269984950589","2.58113547602105","2.06966531256345","1.71016816319044","1.86469777010682","2.06251385135453","1.70055659804715","1.71567386552621","2.40112312150309","1.36133642062158","1.5914515690353","0.695459439778385","0.97730393648816","0.932236737911908","0.805673405517824","0.981327486541957","0.468547701799072","0.588758100209495","0.711919930688771","0.0417456771849465","0.0740566758976912","0.176390864853673","0.13036185179452","0.134913315223517","0.117034392329322","0.114693707267934","0.124752476442229","0.27248261058474","0.0953652828601782","1.1271609234601","1.94651930039012","2.23615213793894","2.57873394121567","","","",
"Indonesia","IDN","Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)","TM.VAL.MRCH.R3.ZS","0.87378640776699","","","","","","","","","","","","","","0.411276257906656","0.486434352329433","0.250277596630065","1.24588584731476","1.10908493019641","0.730735163861825","0.971644228728558","1.93903312106711","0.878472963674757","0.656208910497508","0.835722828201323","1.23214077159653","1.37722038323465","1.44375126406024","1.30181111877173","2.23070723948155","1.8897125089118","1.78604834617299","1.33600227842473","1.68021055883159","1.64963985934735","1.90935492229019","1.84255978645151","1.64153378832926","1.29926930121165","1.94754073160168","1.26733373296501","0.987512219775373","1.35126922987957","1.42069137053035","1.82592348173049","1.62016097247757","1.65303480800703","1.74014695126052","1.72750250560085","2.1011952739427","2.18440204403559","2.30970089046191","2.32066619194433","2.51973322438219","2.47152114390585","2.83737601474463","3.10985719176061","2.38465076028994","2.02091087750325","2.49013036435621","3.42218584955433","","","",
"Indonesia","IDN","Merchandise imports from high-income economies (% of total merchandise imports)","TM.VAL.MRCH.HI.ZS","77.6051779935275","71.2757631098356","69.4971537001898","60.2150537634409","51.5378729915838","60.2124430955994","73.6873390132752","78.1960784313726","77.0415371573891","80.3110823071938","80.1137517773715","81.1547933959683","79.728948551609","80.1129443029565","86.6413306609053","84.8282802868285","85.2248092073955","85.1151962751866","86.9929150100147","86.0883525243578","89.6404085888552","88.3213384076265","90.8196312904833","92.1010304864997","92.9619169752597","91.3380309105773","90.4732155345238","88.5526704731086","87.1360896737317","82.4342724068943","84.7530186936373","86.9844074648781","87.6887299587657","85.7867979958889","84.9479905818402","79.023877107793","81.4153280933224","82.5840315037556","81.4674874105758","77.2071249936608","77.8466232965863","76.6832032326628","71.7654261670261","68.5158373211438","67.8422666966278","69.9638037742942","68.3695660661044","62.5821396736129","66.4197574281225","64.2956843689763","62.0827309568563","60.635802723799","59.3560026302748","57.5795133297254","57.4402905275032","54.9227285186691","52.3065622735053","51.7104067343615","50.7921264364109","49.6819118820289","47.7753109640963","","","",
"Indonesia","IDN","Manufactures imports (% of merchandise imports)","TM.VAL.MANF.ZS.UN","","","","","","","","85.9718472749745","71.453998542295","78.4413436293244","79.4960463655117","84.1398968412805","83.3559316009233","83.2842972840268","75.3512259540851","77.3287516234783","72.834026074911","66.750036899844","67.5475536344806","66.2201196874554","64.9177395002743","68.9490726235581","66.2326775394934","61.9219943339828","66.9599351068561","72.1113523111407","74.0599148652975","74.6092139528948","","73.3851572472398","76.2974699010077","76.103259886263","76.1055962460253","76.4598570121506","75.1296474311027","72.8988104958082","71.3616983811556","73.1198804466084","69.5441184859874","58.0206784583568","60.9400233273879","60.8840656832969","58.6554884159244","56.2751544367199","56.674149445554","54.643973575103","52.5536296190536","52.5847949373368","61.8873446462619","65.3773302900003","63.3508151527343","59.7294806854107","62.3997229864494","60.0612942863817","59.0095238775037","65.4343208072684","66.963941568651","64.8783481694778","65.0161590890692","68.0255656080384","68.7817832555257","65.4124297420686","62.3304322699333","",
"Indonesia","IDN","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","","","9.25912396093395","24.9861105616296","15.5624336931214","15.3722145561628","9.42213040750967","9.94415036841945","10.3181200366041","14.9691008670067","12.5032215169039","14.5734624760581","16.3414187617476","17.6379704732133","16.0043234842635","12.6780338095987","11.0492752861062","7.16419424321577","7.7277878811683","6.50354620920944","6.90911473796093","7.17452703206772","6.99892171356163","","7.60511146328845","5.05377949306375","5.47639999643048","6.36183822713805","6.46994103956628","7.76367733094323","8.84105592907741","10.7983565166038","8.82504490822098","10.5233403024791","15.7050983119267","10.0072129258352","9.92527155089655","11.1215668273071","11.4970317546412","9.68934247690891","8.08094555754746","8.85969798094525","10.550507641297","7.25634632574598","8.91538831122844","8.45631571755487","9.43034288706684","8.25440848334444","8.7816360469734","9.55759666725371","9.96743784080884","11.6088464408771","10.9918137066306","10.2087283524839","10.6159984251183","12.6098405783724","11.5657464273687","11.0197110368241","",
"Indonesia","IDN","Tariff rate, applied, weighted mean, primary products (%)","TM.TAX.TCOM.WM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.81","5.26","","","5.95","","4.84","3.72","7.19","2.39","3.25","2.76","2.49","3.83","2.66","2.44","2.41","2.31","2.01","2.52","1.44","1.85","1.87","1.61","1.51","","","2.35","2.28","2.29","2.57","2.74","2.3","","",
"Indonesia","IDN","Share of tariff lines with international peaks, primary products (%)","TM.TAX.TCOM.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.96503","45.11861","","","44.99149","","33.6293","25.27156","47.34266","4.670962","25.8067","4.57586","2.589448","2.866389","2.112557","2.865454","2.891282","2.821017","4.606474","3.681214","4.311398","4.142044","4.275986","4.117678","5.021965","","","8.971595","10.87695","10.52943","11.18996","11.25101","10.46757","","",
"Indonesia","IDN","Tariff rate, applied, weighted mean, all products (%)","TM.TAX.MRCH.WM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.54","15.09","","","12.51","","10.84","7.73","15.06","5.48","6.05","5.16","4.14","4.38","4.04","4.02","3.97","3.53","2.9","4.38","1.71","2.56","2.62","2.54","2.37","","","2.64","2.06","2","2","2.04","1.83","","",
"Indonesia","IDN","Share of tariff lines with international peaks, all products (%)","TM.TAX.MRCH.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.40831","47.97391","","","48.31052","","39.03874","26.98699","53.84245","11.03846","25.90663","11.14527","3.083941","2.979603","3.133229","6.987374","6.789559","6.574374","12.73369","3.661355","10.93572","7.213481","7.614662","1.468665","7.946181","","","6.879239","12.02772","7.871694","8.24086","8.508014","7.820616","","",
"Indonesia","IDN","Tariff rate, applied, weighted mean, manufactured products (%)","TM.TAX.MANF.WM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.72","18.15","","","14.51","","13.11","9.36","18","6.88","8.11","6.71","5.21","4.69","5.14","5.27","5.29","4.65","3.73","5.44","2.41","2.96","3.12","3.08","2.94","","","2.78","1.95","1.9","1.82","1.8","1.68","","",
"Indonesia","IDN","Share of tariff lines with international peaks, manufactured products (%)","TM.TAX.MANF.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.13867","48.60442","","","49.13272","","40.33342","27.42255","55.31216","12.38448","26.05743","12.59729","3.165951","2.957988","3.325227","7.600832","7.345124","7.081227","14.04021","3.662348","11.88218","7.648052","8.083019","1.10202","8.332106","","","6.633783","12.1778","7.572592","7.879144","8.158053","7.488478","","",
"Indonesia","IDN","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","23.183775985138","20.4480618316402","19.6103752759382","23.0583832335329","25.0387410234477","30.3611963190184","36.5016140018361","43.6703399327605","38.9707731856832","38.1548746662184","37.2918672116229","35.6286926492746","44.3441972135055","45.1737639481183","41.5490341409295","43.4257690833806","46.2713676090402","42.1714079507896","33.8283187641996","33.5104881431505","39.5445163109931","38.806562619288","40.8718013775399","44.7632131355705","47.1703467479475","47.839140171884","41.2330615573065","40.7242506077002","42.5697008750004","40.7895196294182","49.8736961438646","89.7370300752234","60.4022741679515","66.0509826158417","59.1441603035129","49.8342509610593","45.2795861442161","48.9197666244248","56.9216028179663","50.5188961009677","48.8444758263777","52.3577043073881","39.5552033311506","38.8616435497468","42.6591466662609","41.5879194268413","40.4571216414938","39.7918868988307","34.0430457181503","30.0622174988969","32.0726652469865","35.3873235837501","30.2885389121745","28.7924654801673","36.0465660932167","40.1361174573777","35.0607580375856",
"Indonesia","IDN","International tourism, receipts for travel items (current US$)","ST.INT.TVLR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5229000000","6184000000","6648000000","4255000000","4352000000","4975000000","5277000000","5285000000","4037000000","4798000000","4522000000","4448000000","5346000000","7377000000","5598000000","6958000000","7997000000","8324000000","9119000000","10261000000","10761000000","11206000000","13139000000","16426000000","16911000000","3312000000","","","",
"Indonesia","IDN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5797000000","4461000000","5226000000","5094000000","4890000000","5831000000","8150000000","6053000000","7618000000","9038000000","9463000000","10302000000","11567000000","12054000000","12566000000","14691000000","17915000000","18405000000","3533000000","","","",
"Indonesia","IDN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","14.586","14.821","15.058","15.299","15.543","15.789","16.039","16.293","16.549","16.809","17.071","17.338","17.779","18.28","18.793","19.317","19.853","20.398","20.956","21.524","22.104","22.815","23.606","24.415","25.244","26.089","26.953","27.835","28.736","29.651","30.584","31.613","32.703","33.808","34.933","36.076","37.235","38.406","39.593","40.792","42.002","42.783","43.568","44.356","45.149","45.942","46.738","47.535","48.335","49.134","49.914","50.595","51.276","51.955","52.635","53.313","53.989","54.659","55.325","55.985","56.641","57.29","57.934","58.572",
"Indonesia","IDN","Rural population growth (annual %)","SP.RUR.TOTL.ZG","","2.44124204375247","2.46754730205015","2.48089669608527","2.4989586068837","2.19331318844324","2.05063285386138","2.27043478640144","2.36608234335528","2.40903067955876","2.39313109432145","2.34811197451798","2.09769858850157","1.99231356838659","1.93212069040142","1.87480261185292","1.82314665157219","1.77061097370128","1.72537887047225","1.68648493820871","1.63750555316395","1.42371929052314","1.27834496956519","1.2040868593151","1.10285968854372","0.972094464395246","0.820808535081843","0.709468816873068","0.624223167063887","0.543156969290056","0.443173058186507","0.248713572151371","0.103426232506639","0.0162232292743978","-0.0635242199008407","-0.138095998034315","-0.210911398378225","-0.280223477011577","-0.381014863773864","-0.504789531126257","-0.617724991448419","0.0543515589525928","-0.00794878221839306","-0.0681677865189616","-0.16215739371878","-0.195539090260988","-0.184132251238043","-0.195838086428318","-0.234400248415149","-0.287052163424895","-0.293803012152422","-0.113251252513019","-0.132049402144011","-0.190547111503866","-0.265945005435493","-0.330925450141075","-0.399583611930682","-0.460440473053417","-0.513557188930343","-0.550668037963445","-0.66123019904242","-0.813402953748083","-0.882772358445595","-0.793143203696937",
"Indonesia","IDN","Completeness of birth registration, urban (%)","SP.REG.BRTH.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","","","","","66.1","","","","","75.8","77.5","","","79.45","83.2","","","","80.4","","",
"Indonesia","IDN","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","49.878488346629","49.8934559982632","49.9108992829852","49.9289727958081","49.9432455379987","49.9091973745433","49.8709771395352","49.8764863778628","49.8859126288293","49.8947179725132","49.9029666247019","49.91006330656","49.9172303957202","49.9250864359829","49.9332808087613","49.9417676794216","49.9496751530105","49.9571657185898","49.965996692242","49.9774920138375","49.9907846756559","50.0064801485713","50.0250469214261","50.0433322219536","50.0622674664648","50.0825433389926","50.1009106480113","50.1194492168286","50.1379788764993","50.1542594435222","50.169547218725","50.1860211025361","50.2032298574252","50.2169106001797","50.2294735886613","50.2427317082743","50.2551570874484","50.2663386639933","50.2771998040985","50.2858402049585","50.2937003734825","50.301533854553","50.3092927403633","50.3162457940392","50.3243299357509","50.3343001763981","50.3393551473718","50.3437219539652","50.3502150151017","50.3544480437048","50.3584092354403","50.3648266310905","50.3709269856597","50.3728956970951","50.3731687904903","50.3749023946979","50.3760616060981","50.3765509727052","50.3756582017933","50.3735411564231","50.3673230547554","50.3564826026083","50.3457723666454","50.3389745351745",
"Indonesia","IDN","Population, total","SP.POP.TOTL","88382881","90816938","93345489","95962527","98675061","101157868","103561105","106260749","109138723","112149246","115228394","118347135","121504145","124709058","127945196","131213215","134521025","137861540","141250964","144693087","148177096","151686337","155228658","158790611","162331962","165791694","169135273","172421390","175694647","178949174","182159874","185361228","188558416","191737287","194928533","198140162","201373791","204628007","207855486","210996910","214072421","217112437","220115092","223080121","225938595","228805144","231797427","234858289","237936543","240981299","244016173","247099697","250222695","253275918","256229761","259091970","261850182","264498852","267066843","269582878","271857970","273753191","275501339","277534122",
"Indonesia","IDN","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","68.7615088524274","69.6303698370929","70.6472172318531","71.8106243299306","73.0373248502498","74.3598126682109","75.6632715654357","76.7363736073668","77.5024365835074","77.9741269161849","78.2361042486579","78.2933188352012","78.1528535406111","77.8529995747418","77.3872210532704","76.7642904637323","76.0219727676747","75.177577499989","74.2692327710171","73.3088831172344","72.2822715408065","71.1798980362347","70.0368852940734","68.876739458935","67.6724473659239","66.3678839896194","64.9609599997079","63.5380445480162","62.1377941832529","60.7673293379613","59.39575580563","58.0505567150015","56.7388170676074","55.4202755725872","54.1290137495657","52.8874555785992","51.7146586644001","50.6008805961006","49.5231119641508","48.4812850766228","47.5515277163135","46.7774177286069","46.0746130194455","45.3880979242164","44.7352451125709","44.1713269158775","43.6740677213487","43.2437315247449","42.8784018824128","42.5018339695812","42.1028559999855","41.7143065247891","41.3326458262785","40.9332852143692","40.5408865179841","40.1498050885142","39.7436398626434","39.3311948980022","38.9148959234995","38.4950112671162","38.0617846741699","37.6070641738808","37.1030924227242","36.5411085929197",
"Indonesia","IDN","Population ages 80 and above, male (% of male population)","SP.POP.80UP.MA.5Y","0.132800882187659","0.137936751205558","0.143186545195424","0.148560610892586","0.154143962419347","0.157889898188904","0.161129601990221","0.166138580939119","0.172148519911379","0.178916498604721","0.185857503496833","0.192884772013768","0.200094790724398","0.207505955825117","0.215180702492295","0.223152839807491","0.2313989953286","0.239992561242628","0.248974699108047","0.258400257233816","0.268323710358405","0.278792540276391","0.289718226583527","0.300709327743959","0.311437373132025","0.321469141719742","0.330747678806724","0.340201220828387","0.350104316909988","0.360229214205097","0.370766506592136","0.381372617317402","0.391596812737135","0.400924171197305","0.408952157040921","0.415634074381923","0.421067677239237","0.425665204145249","0.430225494367467","0.435412976786423","0.441701349923643","0.449475798820439","0.459208590404589","0.470989749993858","0.484331050236814","0.499328074139826","0.515825766118904","0.53337676158257","0.551472365837839","0.56970012963802","0.587849399927761","0.605519021596024","0.622661987741604","0.639547390912356","0.65676849821564","0.674870164939863","0.693550775642283","0.712272999385142","0.730575854852372","0.748102470866345","0.750330933143664","0.730414511411302","0.70763180565529","0.707586677800474",
"Indonesia","IDN","Population ages 70-74, male (% of male population)","SP.POP.7074.MA.5Y","0.632987520008514","0.65304753068299","0.673091594979847","0.693130839529829","0.713281455071767","0.729340053640059","0.745951340054849","0.767678660980246","0.790258428125284","0.813420412802433","0.83734872464815","0.862069133356664","0.88722944116934","0.91158838982691","0.933714700078307","0.951088978075589","0.96327486083687","0.974085618134282","0.985727701067136","0.998360261645688","1.01295118315562","1.02887429709766","1.04294852772923","1.05292561435877","1.05854080289676","1.06023473463571","1.05856840764069","1.05496278173846","1.0515060521517","1.0508772679074","1.0558609744488","1.06728724395891","1.0851186291835","1.10854866562355","1.13655356306671","1.16855747835335","1.20314466157675","1.23859790537642","1.273628796991","1.30656456173612","1.33619447515327","1.36219983309265","1.38584017958043","1.40838822174163","1.42992277331556","1.45200248736909","1.47487048511209","1.49714296747871","1.51719267463131","1.53324036464916","1.54437977331115","1.54973308683055","1.54966787353973","1.54606770491112","1.54122283214856","1.53723995588724","1.53687282473767","1.53907828367117","1.54431750508486","1.55768834225653","1.57178632414537","1.58238795526907","1.60544332923527","1.66001396156526",
"Indonesia","IDN","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","2.20190436474131","2.26960980141347","2.3382259803068","2.40758665938237","2.47777625726215","2.53439392281754","2.59208220770586","2.66535797848072","2.7393262260554","2.81082464876766","2.87620410328535","2.93488101643942","2.99228770979859","3.05058674312467","3.10871649953795","3.16560613527207","3.21981894031513","3.27013840427213","3.31464854161462","3.35232016560671","3.38277979951169","3.40648500142341","3.42566847430607","3.44285224702628","3.46134948820162","3.48564491717254","3.51711926949878","3.55483634487777","3.59768665467246","3.64715087859046","3.70652542934878","3.77468845869455","3.85023665411452","3.93064446383639","4.01286720179475","4.09580847177477","4.17749222423972","4.25758146905687","4.33832440455331","4.42024094855751","4.50374043067678","4.5885407640981","4.67455236926443","4.75928431634601","4.83690120914186","4.90699074846379","4.96864170942208","5.02145982476539","5.06652206754853","5.10450208568059","5.13829642047106","5.17037607648304","5.19849885779053","5.22480276944752","5.25918939506888","5.30696089110069","5.37098422063133","5.45496884286413","5.56057463288079","5.6870206949797","5.79015813552509","5.84558590903816","5.90929731930305","6.06294861166372",
"Indonesia","IDN","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","1.14728583943789","1.17950637020217","1.21221115291183","1.24533050499087","1.27885036356827","1.30770683006715","1.33779382394903","1.37349805667088","1.40742426170425","1.43714810866646","1.45940290669501","1.47365970317451","1.48548006328087","1.49824518451965","1.51223794168145","1.52887220745354","1.5472174997638","1.56240911545142","1.57101094007325","1.57254110878926","1.56693983727347","1.55535909075077","1.54097945907168","1.5277273654335","1.51949139639737","1.52003251490173","1.5307851541815","1.55066297090513","1.57784200646738","1.61157359190993","1.65177108413966","1.69653510480315","1.74366140986367","1.79043849941374","1.83398488976413","1.87254366867196","1.90500482135922","1.93244137546672","1.95765864990029","1.98257671382786","2.00870494133877","2.03628098959055","2.06419011322334","2.08981305426895","2.10956422703051","2.12186743568939","2.12585077264704","2.12241655337563","2.11375042982015","2.10191696466803","2.09001491898815","2.08203995627721","2.07650037241106","2.07433682827165","2.08309259867688","2.10599394209169","2.14416845279553","2.20255372570125","2.2817123181574","2.37517931170374","2.46784501923011","2.54972421514876","2.63117468605725","2.73147430082141",
